------ 3388183573 ------
Moodles_BeautyNeg_L2_desc = "几乎无法忍受这个可怕地方的恶臭.",
Moodles_BeautyNeg_L3 = "视觉煎熬",
Moodles_BeautyNeg_L3_desc = "万物皆显丑陋，这种感受正从内而外侵蚀着你。",
Moodles_BeautyNeg_L4 = "褪色世界",
Moodles_BeautyNeg_L4_desc = "你已忘却美的模样，世界显得充满敌意且灰暗。",
Moodles_BladderNeed_L1 = "有点想上厕所",
Moodles_BladderNeed_L1_desc = "感觉有点想上厕所.对情绪没有影响.",
Moodles_BladderNeed_L2 = "还可以忍一忍",
Moodles_BladderNeed_L2_desc = "想上厕所,但还可以忍一忍.",
Moodles_BladderNeed_L3 = "有些忍不住了",
Moodles_BladderNeed_L3_desc = "快要忍不住了,再忍一下就会爆炸.",
Moodles_BladderNeed_L4 = "忍不了一点了",
Moodles_BladderNeed_L4_desc = "快要出来了...",
Moodles_Comfort_L1 = "舒服",
Moodles_Comfort_L1_desc = "感到轻松自在.",
Moodles_Comfort_L2 = "非常舒服",
Moodles_Comfort_L2_desc = "处于极度舒适和放松的状态.",
Moodles_Comfort_L3 = "极其舒服",
Moodles_Comfort_L3_desc = "沉浸在这难得的舒适之中.",
Moodles_Comfort_L4 = "超级舒服",
Moodles_Comfort_L4_desc = "这里就是我的快乐老家！",
Moodles_DJAudience_L1 = "几个人",
Moodles_DJAudience_L1_desc = "为一个后末日的听众打碟！",
Moodles_DJAudience_L2 = "一群人",
Moodles_DJAudience_L2_desc = "音量加大,人声鼎沸——是时候大放异彩了！",
Moodles_DJAudience_L3 = "一大群人",
Moodles_DJAudience_L3_desc = "让这场盛大的聚会燥起来！",
Moodles_ElDoradoBad_L1 = "镀金渴望",
Moodles_ElDoradoBad_L1_desc = "你的双手感觉太轻了。内心有什么东西感觉...不对劲。",
Moodles_ElDoradoBad_L2 = "贪婪饥渴",
Moodles_ElDoradoBad_L2_desc = "辗转难眠，食不知味，没有什么能替代财富带来的温暖光芒。你必须找到更多。立刻。",
Moodles_ElDoradoBad_L3 = "黄金代价",
Moodles_ElDoradoBad_L3_desc = "你感到空虚。每一步都更加沉重，每一次呼吸都更加困难。你不仅仅是想要黄金...你需要它来生存。",
Moodles_ElDoradoBad_L4 = "黄金代价",
Moodles_ElDoradoBad_L4_desc = "你感到空虚。每一步都更沉重，每次呼吸都更费力。你不仅渴望黄金...更需要它来维持生命。",
Moodles_ElDoradoGood_L1 = "财富闪光",
Moodles_ElDoradoGood_L1_desc = "黄金在光线下闪烁的光芒让你充满了一种陌生的力量感。",
Moodles_ElDoradoGood_L2 = "无尽宝藏",
Moodles_ElDoradoGood_L2_desc = "你感到身轻如燕，仿佛整个世界都在向你的财富低头。肯定有更多黄金唾手可得！",
Moodles_ElDoradoGood_L3 = "黄金时代",
Moodles_ElDoradoGood_L3_desc = "没有得不到的财宝，没有享受不到的奢侈。周围的一切都闪耀着希望的光芒，你怎么可能放手？",
Moodles_ElDoradoGood_L4 = "黄金狂喜",
Moodles_ElDoradoGood_L4_desc = "你被无尽的财富包围，但这还不够。永远都不够。但你仍然渴望更多。",
Moodles_Embarrassed_L1 = "有点尴尬",
Moodles_Embarrassed_L1_desc = "你让自己尴尬了.",
Moodles_Embarrassed_L2 = "尴尬",
Moodles_Embarrassed_L2_desc = "有可能感到不快乐.",
Moodles_Embarrassed_L3 = "非常尴尬",
Moodles_Embarrassed_L3_desc = "肯有可能感到不快乐.",
Moodles_Embarrassed_L4 = "极其尴尬",
Moodles_Embarrassed_L4_desc = "我想找个地缝钻进去!",
Moodles_FTBad_L1 = "非常害怕",
Moodles_FTBad_L1_desc = "经历不祥事件后感到心惊胆战。",
Moodles_FTGood_L1 = "白日做梦",
Moodles_FTGood_L1_desc = "对未来充满美好的憧憬。",
Moodles_HomeSick_L1 = "想家",
Moodles_HomeSick_L1_desc = "想念待在家中的松弛感.",
Moodles_HomeSick_L2 = "有点想家",
Moodles_HomeSick_L2_desc = "渴望回到室内.",
Moodles_HomeSick_L3 = "特别想家",
Moodles_HomeSick_L3_desc = "真想找一个地方躺着.",
Moodles_HomeSick_L4 = "极度想家",
Moodles_HomeSick_L4_desc = "每一分钟都是折磨.",
Moodles_HygieneBad_L1 = "脏",
Moodles_HygieneBad_L1_desc = "该洗个澡了.",
Moodles_HygieneBad_L2 = "有点臭",
Moodles_HygieneBad_L2_desc = "很久没有洗澡了.",
Moodles_HygieneBad_L3 = "很臭",
Moodles_HygieneBad_L3_desc = "哎呀,似乎摆脱不了这种可怕的气味.",
Moodles_HygieneBad_L4 = "恶臭",
Moodles_HygieneBad_L4_desc = "心情和嗅觉都非常糟糕.",
Moodles_HygieneGood_L1 = "干净",
Moodles_HygieneGood_L1_desc = "感觉非常干净.",
Moodles_HygieneGood_L2 = "非常干净",
Moodles_HygieneGood_L2_desc = "个人卫生真棒！",
Moodles_HygieneGood_L3 = "一尘不染",
Moodles_HygieneGood_L3_desc = "很干净,一尘不染！",
Moodles_HygieneGood_L4 = "闪闪发光",
Moodles_HygieneGood_L4_desc = "清理过的地方都变的闪闪发亮！",
Moodles_MindfulState_L1 = "正念",
Moodles_MindfulState_L1_desc = "你的思绪变得清晰...",
Moodles_MindfulState_L2 = "强烈正念",
Moodles_MindfulState_L2_desc = "抛开痛苦和饥饿...",
Moodles_MindfulState_L3 = "完美正念",
Moodles_MindfulState_L3_desc = "你的眼界真正地打开了...",
Moodles_MintFresh_L1 = "清新的口气",
Moodles_MintFresh_L1_desc = "在这样的时代,良好的口腔卫生是小小的奢侈,但它肯定比另一种选择要好.",
Moodles_MusicBad_L1 = "平淡无奇的音乐",
Moodles_MusicBad_L1_desc = "何必费心去听这个呢？",
Moodles_MusicBad_L2 = "糟糕的噪音",
Moodles_MusicBad_L2_desc = "啊！！让它停下来！",
Moodles_MusicGood_L1 = "悦耳的旋律",
Moodles_MusicGood_L1_desc = "最近欣赏了一首好歌.",
Moodles_MusicGood_L2 = "美妙的音乐",
Moodles_MusicGood_L2_desc = "悦耳的旋律让你充满喜悦.",
Moodles_Nauseous_L1 = "令人作呕的气味",
Moodles_Nauseous_L1_desc = "周围的人闻起来像刚从化粪池里面爬出来一样.",
Moodles_PartyBad_L1 = "烦人的派对",
Moodles_PartyBad_L1_desc = "真希望他们能在一个不那么令人尴尬的地方.",
Moodles_PartyBad_L2 = "非常烦人的派对",
Moodles_PartyBad_L2_desc = "压力很大.",
Moodles_PartyBad_L3 = "极其烦人的派对",
Moodles_PartyBad_L3_desc = "被迫娱乐,无聊的聊天,只想逃离.",
Moodles_PartyGood_L1 = "轻松派对",
Moodles_PartyGood_L1_desc = "还不错,也不算太棒.要是能再多来点人就好了.",
Moodles_PartyGood_L2 = "超棒派对",
Moodles_PartyGood_L2_desc = "就像没有明天一样尽情放纵.",
Moodles_PartyGood_L3 = "疯狂派对",
Moodles_PartyGood_L3_desc = "天啊,这将是最值得纪念的时刻！",
Moodles_SmellGood_L1 = "散发喜悦",
Moodles_SmellGood_L1_desc = "这种香味让我充满了乐观情绪.",
Moodles_TaughtSkill_L1 = "深刻认知",
Moodles_TaughtSkill_L1_desc = "我对某件事有更深的认知,这让某人大开眼界！",
Moodles_Uncomfortable_L1 = "不舒服",
Moodles_Uncomfortable_L1_desc = "感受到轻微的身体不适.",
Moodles_WasTaughtMeditation_L1 = "好的建议(冥想)",
Moodles_WasTaughtMeditation_L1_desc = "我从一个冥想大师那里学到了一些有用的课程.是时候付诸实践了！",
Moodles_WasTaughtSkill_L1 = "良言教诲",
Moodles_WasTaughtSkill_L1_desc = "一位大师传授了我一些有用的经验。是时候付诸实践了！",
Moodles_Zen_L1 = "禅意",
Moodles_Zen_L1_desc = "清晰的头脑和集中的气将帮助你更快地锻炼身体。合十礼！",

------ 3139034529 ------

Moodles_Anger_Bad_desc_lvl1 = "有点恼火。",
Moodles_Anger_Bad_desc_lvl2 = "心情非常糟糕。",
Moodles_Anger_Bad_desc_lvl3 = "一团怒火。",
Moodles_Anger_Bad_desc_lvl4 = "想要破坏点什么，或者某人。",
Moodles_Anger_Bad_lvl1 = "烦躁",
Moodles_Anger_Bad_lvl2 = "恼怒",
Moodles_Anger_Bad_lvl3 = "愤怒",
Moodles_Anger_Bad_lvl4 = "暴怒",
Moodles_Anger_Good_desc_lvl1 = "目前没有什么让你生气的事情。",
Moodles_Anger_Good_desc_lvl2 = "事情似乎终于朝着你的方向发展了。",
Moodles_Anger_Good_desc_lvl3 = "感到满足。",
Moodles_Anger_Good_desc_lvl4 = "现在需要很多才能让你生气。",
Moodles_Anger_Good_lvl1 = "平静",
Moodles_Anger_Good_lvl2 = "放松",
Moodles_Anger_Good_lvl3 = "满足",
Moodles_Anger_Good_lvl4 = "平和",
Moodles_nicotine_Bad_lvl1 = "重度上瘾",
Moodles_nicotine_Bad_lvl2 = "严重上瘾",
Moodles_nicotine_Bad_lvl3 = "极度上瘾",
Moodles_nicotine_Bad_lvl4 = "尼古丁依赖",
Moodles_nicotine_Good_lvl1 = "中度上瘾",
Moodles_nicotine_Good_lvl2 = "轻度上瘾",
Moodles_nicotine_Good_lvl3 = "轻微上瘾",
Moodles_nicotine_Good_lvl4 = "无瘾",
Moodles_nicotine_addiction = "你有尼古丁瘾，需要约%1天恢复",
Moodles_nicotine_no_addiction = "没有尼古丁瘾",
Moodles_nicotine_withdrawal_0 = "你很满足",
Moodles_nicotine_withdrawal_1 = "你想抽烟",
Moodles_nicotine_withdrawal_2 = "你渴望抽烟",
Moodles_nicotine_withdrawal_3 = "你急需抽烟",
Moodles_nicotine_withdrawal_4 = "戒断反应中，必须抽烟",
Moodles_smoking_Custom = "香烟当前%1，剩余%2",
Moodles_smoking_new_Bad_lvl1 = "剩余一半",
Moodles_smoking_new_Bad_lvl2 = "剩余小半",
Moodles_smoking_new_Bad_lvl3 = "即将燃尽",
Moodles_smoking_new_Bad_lvl4 = "最后一口",
Moodles_smoking_new_Good_lvl1 = "剩余一半",
Moodles_smoking_new_Good_lvl2 = "剩余大半",
Moodles_smoking_new_Good_lvl3 = "刚点燃",
Moodles_smoking_new_Good_lvl4 = "新点燃的烟",
Moodles_smoking_old_Bad_lvl1 = "剩余一半",
Moodles_smoking_old_Bad_lvl2 = "剩余小半",
Moodles_smoking_old_Bad_lvl3 = "即将燃尽",
Moodles_smoking_old_Bad_lvl4 = "最后一口",
Moodles_smoking_old_Good_lvl1 = "剩余一半",
Moodles_smoking_old_Good_lvl2 = "剩余大半",
Moodles_smoking_old_Good_lvl3 = "刚点燃",
Moodles_smoking_old_Good_lvl4 = "新点燃的烟",

------ 1299328280 ------

Moodles_MTAlcoholism_Bad_desc_lvl1 = "已经一段时间没有喝了。<br>还没有负面效果。",
Moodles_MTAlcoholism_Bad_desc_lvl2 = "需求已难以忽视。<br>更加烦躁易怒。",
Moodles_MTAlcoholism_Bad_desc_lvl3 = "只要一小嘬...<br>提升压力",
Moodles_MTAlcoholism_Bad_desc_lvl4 = "只要能喝一口做什么都行。<br>在能满足前将会愈加痛苦病态。",
Moodles_MTAlcoholism_Bad_lvl1 = "憧憬",
Moodles_MTAlcoholism_Bad_lvl2 = "瘙痒",
Moodles_MTAlcoholism_Bad_lvl3 = "渴求",
Moodles_MTAlcoholism_Bad_lvl4 = "戒断",
Moodles_MTAlcoholism_Good_desc_lvl1 = "解决了对饮酒的需求。",
Moodles_MTAlcoholism_Good_desc_lvl2 = "感到满足。",
Moodles_MTAlcoholism_Good_desc_lvl3 = "感觉真的好极了！",
Moodles_MTAlcoholism_Good_desc_lvl4 = "很久都不需要再喝了！",
Moodles_MTAlcoholism_Good_lvl1 = "小酌",
Moodles_MTAlcoholism_Good_lvl2 = "满足",
Moodles_MTAlcoholism_Good_lvl3 = "纵饮",
Moodles_MTAlcoholism_Good_lvl4 = "狂饮",

------ 2859304462 ------

Moodles_Proteins_Bad_desc_lvl1 = "最近可以少吃一些富含蛋白质的食物.",
Moodles_Proteins_Bad_desc_lvl2 = "多吃点蛋白质.",
Moodles_Proteins_Bad_desc_lvl3 = "需要寻找能提供蛋白质的食物.",
Moodles_Proteins_Bad_desc_lvl4 = "你多长时间没摄入过蛋白质了?",
Moodles_Proteins_Bad_lvl1 = "蛋白质过剩",
Moodles_Proteins_Bad_lvl2 = "缺少能量",
Moodles_Proteins_Bad_lvl3 = "缺少能量",
Moodles_Proteins_Bad_lvl4 = "低蛋白血症",
Moodles_Proteins_Good_desc_lvl1 = "有稳定的蛋白质来源.",
Moodles_Proteins_Good_desc_lvl2 = "多吃个鸡蛋就行.",
Moodles_Proteins_Good_desc_lvl3 = "是健身的好时机.",
Moodles_Proteins_Good_desc_lvl4 = "巅峰状态. 不过别再多吃蛋白质了.",
Moodles_Proteins_Good_lvl1 = "做好了锻炼准备",
Moodles_Proteins_Good_lvl2 = "做好了锻炼准备",
Moodles_Proteins_Good_lvl3 = "做好了锻炼准备",
Moodles_Proteins_Good_lvl4 = "做好了锻炼准备",
Moodles_Proteins_Value = "<br>%1需要介于 50 和 300 之间.",

------ 3396456841 ------

Moodles_BodilyFumes_Bad_desc_lvl1 = "附近萦绕着微弱的、令人不适的人体异味。",
Moodles_BodilyFumes_Bad_desc_lvl2 = "浓烈的气体或体液臭味直冲鼻腔，肯定有人失禁了。",
Moodles_BodilyFumes_Bad_desc_lvl3 = "空气中弥漫着排泄物的臭味，几乎能尝出味道。",
Moodles_BodilyFumes_Bad_desc_lvl4 = "空气中满是浓稠的人体体液臭味，你都要吐了。",
Moodles_BodilyFumes_Bad_lvl1 = "身体异味",
Moodles_BodilyFumes_Bad_lvl2 = "明显异味",
Moodles_BodilyFumes_Bad_lvl3 = "悬浮排泄物",
Moodles_BodilyFumes_Bad_lvl4 = "刺鼻排泄物",
Moodles_Defecation_Bad_desc_lvl1 = "你感觉肚子不太舒服。",
Moodles_Defecation_Bad_desc_lvl2 = "你的肠道在发出信号，该排便了。",
Moodles_Defecation_Bad_desc_lvl3 = "排便的需求变得难以忍受。",
Moodles_Defecation_Bad_desc_lvl4 = "必须马上找厕所！",
Moodles_Defecation_Bad_lvl1 = "轻微便意",
Moodles_Defecation_Bad_lvl2 = "肠道蠕动",
Moodles_Defecation_Bad_lvl3 = "强烈便意",
Moodles_Defecation_Bad_lvl4 = "即将失禁",
Moodles_PeedSelf_Bad_desc_lvl1 = "虽然不舒服，但还能忍受。",
Moodles_PeedSelf_Bad_desc_lvl2 = "你已经尿裤子了。",
Moodles_PeedSelf_Bad_desc_lvl3 = "这没法用“洒到水”来掩饰。",
Moodles_PeedSelf_Bad_desc_lvl4 = "该去洗衣服了。",
Moodles_PeedSelf_Bad_lvl1 = "轻微漏尿",
Moodles_PeedSelf_Bad_lvl2 = "尿裤子了",
Moodles_PeedSelf_Bad_lvl3 = "完全湿透",
Moodles_PeedSelf_Bad_lvl4 = "严重漏尿",
Moodles_PoopedSelf_Bad_desc_lvl1 = "不算太糟，但确实能看出来。",
Moodles_PoopedSelf_Bad_desc_lvl2 = "你已经拉裤子了。",
Moodles_PoopedSelf_Bad_desc_lvl3 = "你的裤子肯定不会原谅你。",
Moodles_PoopedSelf_Bad_desc_lvl4 = "再也别让这种事发生了。",
Moodles_PoopedSelf_Bad_lvl1 = "轻微失禁",
Moodles_PoopedSelf_Bad_lvl2 = "排便失禁",
Moodles_PoopedSelf_Bad_lvl3 = "严重脏污",
Moodles_PoopedSelf_Bad_lvl4 = "彻底失禁",
Moodles_Urination_Bad_desc_lvl1 = "有点想上厕所。",
Moodles_Urination_Bad_desc_lvl2 = "膀胱开始让你觉得难受。",
Moodles_Urination_Bad_desc_lvl3 = "排尿的需求已经无法忽视。",
Moodles_Urination_Bad_desc_lvl4 = "马上要憋不住了！",
Moodles_Urination_Bad_lvl1 = "轻微尿意",
Moodles_Urination_Bad_lvl2 = "尿意渐强",
Moodles_Urination_Bad_lvl3 = "膀胱饱满",
Moodles_Urination_Bad_lvl4 = "即将漏尿",

------ 2863908612 ------

Moodles_SixthSense_Bad_lvl1 = "有人离我不远.",
Moodles_SixthSense_Bad_lvl2 = "有人离我挺近的.",
Moodles_SixthSense_Bad_lvl3 = "有人离我很近了",
Moodles_SixthSense_Bad_lvl4 = "感觉不太对头.",
Moodles_SixthSense_Custom = "%1 米范围内有人.",
Moodles_SixthSense_Good_lvl1 = "附近有人.",
Moodles_SixthSense_Good_lvl2 = "不远处有人.",
Moodles_SixthSense_Good_lvl3 = "远处有人.",
Moodles_SixthSense_Good_lvl4 = "我并不是这里的唯一一个\"人\".",

------ 3423984426 ------

Moodles_nicotine_Bad_lvl1 = "强烈成瘾",
Moodles_nicotine_Bad_lvl2 = "严重成瘾",
Moodles_nicotine_Bad_lvl3 = "极度成瘾",
Moodles_nicotine_Bad_lvl4 = "极端成瘾",
Moodles_nicotine_Good_lvl1 = "中度成瘾",
Moodles_nicotine_Good_lvl2 = "轻度成瘾",
Moodles_nicotine_Good_lvl3 = "轻微成瘾",
Moodles_nicotine_Good_lvl4 = "无成瘾",
Moodles_nicotine_addiction = "你有尼古丁成瘾，需要约~%1才能康复。",
Moodles_nicotine_no_addiction = "无尼古丁成瘾。",
Moodles_nicotine_withdrawal_0 = "你感到满足。",
Moodles_nicotine_withdrawal_1 = "你在想吸烟。",
Moodles_nicotine_withdrawal_2 = "你渴望吸烟。",
Moodles_nicotine_withdrawal_3 = "你迫切需要吸烟。",
Moodles_nicotine_withdrawal_4 = "你正处于戒断状态，需要吸烟。",
Moodles_smoking_Custom = "香烟现在%1，还剩%2",
Moodles_smoking_new_Bad_lvl1 = "大约一半",
Moodles_smoking_new_Bad_lvl2 = "不到一半",
Moodles_smoking_new_Bad_lvl3 = "几乎吸完",
Moodles_smoking_new_Bad_lvl4 = "最后一口",
Moodles_smoking_new_Good_lvl1 = "大约一半",
Moodles_smoking_new_Good_lvl2 = "超过一半",
Moodles_smoking_new_Good_lvl3 = "刚点燃",
Moodles_smoking_new_Good_lvl4 = "全新香烟",
Moodles_smoking_old_Bad_lvl1 = "大约一半",
Moodles_smoking_old_Bad_lvl2 = "不到一半",
Moodles_smoking_old_Bad_lvl3 = "几乎吸完",
Moodles_smoking_old_Bad_lvl4 = "最后一口",
Moodles_smoking_old_Good_lvl1 = "大约一半",
Moodles_smoking_old_Good_lvl2 = "超过一半",
Moodles_smoking_old_Good_lvl3 = "刚点燃",
Moodles_smoking_old_Good_lvl4 = "全新香烟",

------ 3565697910 ------

Moodles_SeasonAutumn_Bad_lvl4 = "秋季",
Moodles_SeasonAutumn_Good_lvl4 = "秋季",
Moodles_SeasonEarlySummer_Bad_lvl4 = "初夏",
Moodles_SeasonEarlySummer_Good_lvl4 = "初夏",
Moodles_SeasonLateSummer_Bad_lvl4 = "夏末",
Moodles_SeasonLateSummer_Good_lvl4 = "夏末",
Moodles_SeasonSpring_Bad_lvl4 = "春季",
Moodles_SeasonSpring_Good_lvl4 = "春季",
Moodles_SeasonWinter_Bad_lvl4 = "冬季",
Moodles_SeasonWinter_Good_lvl4 = "冬季",
Moodles_Season_Bad_desc_lvl1 = "",
Moodles_Season_Bad_desc_lvl2 = "",
Moodles_Season_Bad_desc_lvl3 = "",
Moodles_Season_Bad_desc_lvl4 = "",
Moodles_Season_Good_desc_lvl1 = "",
Moodles_Season_Good_desc_lvl2 = "",
Moodles_Season_Good_desc_lvl3 = "",
Moodles_Season_Good_desc_lvl4 = "",
Moodles_WeatherBlizzard_Bad_desc_lvl4 = "",
Moodles_WeatherBlizzard_Bad_lvl4 = "暴风雪",
Moodles_WeatherCloud_Bad_desc_lvl1 = "",
Moodles_WeatherCloud_Bad_desc_lvl2 = "",
Moodles_WeatherCloud_Bad_desc_lvl3 = "",
Moodles_WeatherCloud_Bad_desc_lvl4 = "",
Moodles_WeatherCloud_Bad_lvl1 = "基本晴朗",
Moodles_WeatherCloud_Bad_lvl2 = "有点阴天",
Moodles_WeatherCloud_Bad_lvl3 = "多云",
Moodles_WeatherCloud_Bad_lvl4 = "乌云密布",
Moodles_WeatherCloud_Good_desc_lvl1 = "",
Moodles_WeatherCloud_Good_desc_lvl2 = "",
Moodles_WeatherCloud_Good_desc_lvl3 = "",
Moodles_WeatherCloud_Good_desc_lvl4 = "",
Moodles_WeatherCloud_Good_lvl1 = "基本晴朗",
Moodles_WeatherCloud_Good_lvl2 = "有点阴天",
Moodles_WeatherCloud_Good_lvl3 = "多云",
Moodles_WeatherCloud_Good_lvl4 = "乌云密布",
Moodles_WeatherFog_Bad_desc_lvl1 = "",
Moodles_WeatherFog_Bad_desc_lvl2 = "",
Moodles_WeatherFog_Bad_desc_lvl3 = "",
Moodles_WeatherFog_Bad_desc_lvl4 = "",
Moodles_WeatherFog_Bad_lvl1 = "视野朦胧",
Moodles_WeatherFog_Bad_lvl2 = "起雾了",
Moodles_WeatherFog_Bad_lvl3 = "大雾",
Moodles_WeatherFog_Bad_lvl4 = "浓雾",
Moodles_WeatherFog_Good_desc_lvl1 = "",
Moodles_WeatherFog_Good_desc_lvl2 = "",
Moodles_WeatherFog_Good_desc_lvl3 = "",
Moodles_WeatherFog_Good_desc_lvl4 = "",
Moodles_WeatherFog_Good_lvl1 = "视野朦胧",
Moodles_WeatherFog_Good_lvl2 = "起雾了",
Moodles_WeatherFog_Good_lvl3 = "大雾",
Moodles_WeatherFog_Good_lvl4 = "浓雾",
Moodles_WeatherMoon_Bad_lvl4 = "星落云散",
Moodles_WeatherMoon_Good_lvl4 = "星光璀璨",
