------ 2959472220 ------
IGUI_VehicleNamefr_fo_f700_90_fuel = "富兰克林 EF70",
IGUI_VehicleNamefr_fo_f700_90_pickup = "富兰克林 EF70",
IGUI_VehicleNamefr_fo_f700_90_propane = "富兰克林 EF70",
IGUI_VehicleNamefr_fo_falcon_73 = "富兰克林 雷鸟豹",
IGUI_VehicleNamefr_fo_falcon_73_pursuit = "追逐特别版",
IGUI_VehicleNamefr_fo_mustang_64 = "富兰克林 纯种马",
IGUI_VehicleNamefr_fo_mustang_64_convert = "富兰克林 纯种马",
IGUI_VehicleNamefr_fo_pinto_73 = "富兰克林 辣椒",
IGUI_VehicleNamefr_gm_newlook_70_35foot = "TSR 凯纽 50",
IGUI_VehicleNamefr_is_nrr_93_boxmed = "帕祖祖 N5",
IGUI_VehicleNamefr_is_nrr_93_dump = "帕祖祖 N5",
IGUI_VehicleNamefr_is_nrr_93_flatmed = "帕祖祖 N5",
IGUI_VehicleNamefr_is_nrr_93_flatsmall = "帕祖祖 N5",
IGUI_VehicleNamefr_je_cherokee_93 = "拉尔克 杀手之路",
IGUI_VehicleNamefr_je_cherokee_93_offroad = "拉尔克 杀手之路",
IGUI_VehicleNamefr_je_wagoneer_91 = "拉尔克 峡谷巨兽",
IGUI_VehicleNamefr_je_wrangler_92 = "拉尔克 牧场主",
IGUI_VehicleNamefr_je_wrangler_92_jurassic = "拉尔克 牧场主",
IGUI_VehicleNamefr_je_wrangler_92_offroad = "拉尔克 牧场主",
IGUI_VehicleNamefr_pi_engine_90_fire = "箭头 灭火者",
IGUI_VehicleNamefr_po_gto_65 = "罗阿诺克 山羊",
IGUI_VehicleNamefr_po_transam_77 = "罗阿诺克 大满贯",
IGUI_VehicleNamefr_po_transam_77_bandit = "罗阿诺克 大满贯",
IGUI_VehicleNamefr_po_transam_77_ttop = "罗阿诺克 大满贯",
IGUI_VehicleNamefr_to_celica_91 = "尤塔尼 帕拉伊萨",
IGUI_VehicleNamefr_to_corolla_90 = "尤塔尼 埃斯特雷拉斯",
IGUI_VehicleNamefr_to_corolla_90_coupe = "尤塔尼 埃斯特雷拉斯",
IGUI_VehicleNamefr_to_corolla_90_hatch = "尤塔尼 埃斯特雷拉斯",
IGUI_VehicleNamefr_to_hilux_83_lb = "尤塔尼 苏康",
IGUI_VehicleNamefr_to_hilux_83_offroadlb = "尤塔尼 苏康",
IGUI_VehicleNamefr_to_hilux_83_offroadsb = "尤塔尼 苏康",
IGUI_VehicleNamefr_to_hilux_83_sb = "尤塔尼 苏康",
IGUI_VehicleNamefr_vo_240_93 = "博哈格 244",
IGUI_VehicleNamefr_vo_240_93_wagon = "博哈格 244",
IGUI_VehicleNamefr_vw_beetle_72 = "克里希滕 甲虫",
IGUI_VehiclePart1000FuelTruckTank = "燃料储罐",
IGUI_VehiclePart1000PropaneTruckTank = "丙烷储罐",
IGUI_VehiclePart250FuelTruckTank = "燃料储罐",
IGUI_VehiclePart250PropaneTruckTank = "丙烷储罐",
IGUI_VehiclePartFRFuelTank = "燃油储存箱",
IGUI_VehiclePartFRPropaneTank = "丙烷储存箱",
IGUI_VehiclePartFR_KitchenCabinet = "橱柜",
IGUI_VehiclePartFR_VehicleArmoryMil1 = "武器库",
IGUI_VehiclePartFR_VehicleArmoryMil2 = "武器库",
IGUI_VehiclePartFR_Wardrobe = "衣柜",
